NPD_WELL_BORE_NAME,DATE,production_age_months,oil_volume,on_stream_hours,oil_per_on_stream_hour,water_cut_pct,gas_oil_ratio,oil_volume_lag_1,oil_volume_lag_2,oil_volume_lag_3,oil_volume_recent_mean_3,target_next_month_oil_volume,is_latest_available_origin
15/9-F-1 C,2015-07-01,15,2093.95,241.66667,8.664620570143164,80.14876457711783,150.5188567062251,6344.5,3832.69,3924.18,4090.380000000001,2871.02,False
15/9-F-1 C,2015-08-01,16,2871.02,147.79167,19.42612868506053,65.009110243082,148.96886472403534,2093.95,6344.5,3832.69,3769.823333333334,6460.27,False
15/9-F-1 C,2015-09-01,17,6460.27,384.4668,16.80319340967803,69.56634800604314,148.84028376522963,2871.02,2093.95,6344.5,3808.4133333333343,4085.8,False
15/9-F-1 C,2015-10-01,18,4085.8,367.79986,11.108758986477048,76.81751152230616,154.5285035978266,6460.27,2871.02,2093.95,4472.363333333335,3332.05,False
15/9-F-1 C,2015-11-01,19,3332.05,301.25833,11.060441050708873,77.80757887782096,152.5740700169565,4085.8,6460.27,2871.02,4626.040000000002,2949.42,False
15/9-F-1 C,2015-12-01,20,2949.42,197.65833,14.92180977143741,67.87463634016885,154.2375450088492,3332.05,4085.8,6460.27,3455.756666666668,2981.44,False
15/9-F-1 C,2016-01-01,21,2981.44,387.68334,7.690400108500923,82.48037927524956,158.20407588279488,2949.42,3332.05,4085.8,3087.636666666668,4718.03,False
15/9-F-1 C,2016-02-01,22,4718.03,484.48332,9.738271278358974,77.16761131565602,157.34104488525932,2981.44,2949.42,3332.05,3549.630000000001,2917.5,False
15/9-F-1 C,2016-03-01,23,2917.5,356.75833,8.177804846210599,82.13234740228522,163.43794001713795,4718.03,2981.44,2949.42,3538.9900000000016,1671.69,True
15/9-F-11,2013-07-01,0,3923.08,112.91514,34.74361365535216,0.0,150.52064194459456,,,,,25496.07,False
15/9-F-11,2013-08-01,1,25496.07,586.71667,43.45550638607217,1.998802279205784,151.86427986744624,3923.08,,,,23775.08,False
15/9-F-11,2013-09-01,2,23775.08,538.91667,44.11643083892729,6.207855317178125,154.00890344007254,25496.07,3923.08,,17731.41,34114.5,False
15/9-F-11,2013-10-01,3,34114.5,678.49991,50.27929922643615,5.34537997387977,154.55962391358514,23775.08,25496.07,3923.08,27795.216666666664,35386.35,False
15/9-F-11,2013-11-01,4,35386.35,712.0,49.6999297752809,9.67701672155777,152.98232623596385,34114.5,23775.08,25496.07,31091.976666666666,33405.75,False
15/9-F-11,2013-12-01,5,33405.75,662.08335,50.45550533780981,12.935595679951083,155.3821967775009,35386.35,34114.5,23775.08,34302.200000000004,34552.37,False
15/9-F-11,2014-01-01,6,34552.37,668.08333,51.71865312071176,11.166972526124889,150.30382054834442,33405.75,35386.35,34114.5,34448.15666666667,28189.97,False
