NPD_WELL_BORE_NAME,DATE,production_age_months,oil_volume,on_stream_hours,oil_per_on_stream_hour,water_cut_pct,gas_oil_ratio,oil_volume_lag_1,oil_volume_lag_2,oil_volume_lag_3,oil_volume_recent_mean_3,target_next_month_oil_volume,is_latest_available_origin
15/9-F-11,2014-02-01,7,28189.97,562.66666,50.10065817654809,9.156452799009,150.95023797471225,34552.37,33405.75,35386.35,32049.36333333333,33290.79,False
15/9-F-11,2014-03-01,8,33290.79,655.49999,50.78686576333891,9.98355731456147,151.38870991045872,28189.97,34552.37,33405.75,32011.04333333333,35428.73,False
15/9-F-11,2014-04-01,9,35428.73,691.51685,51.233357509654326,10.427606579294004,149.65139309255508,33290.79,28189.97,34552.37,32303.16333333333,34831.88,False
15/9-F-11,2014-05-01,10,34831.88,731.5,47.61706083390293,12.59109621612398,140.75092357920389,35428.73,33290.79,28189.97,34517.13333333333,33898.64,False
15/9-F-11,2014-06-01,11,33898.64,709.33333,47.78943631479998,15.215734590091651,147.22373876946097,34831.88,35428.73,33290.79,34719.75,33760.33,False
15/9-F-11,2014-07-01,12,33760.33,742.66667,45.458253835465655,16.766893862555282,149.16670808608802,33898.64,34831.88,35428.73,34163.61666666667,26037.54,False
15/9-F-11,2014-08-01,13,26037.54,599.11669,43.45988091234781,18.921681033167403,154.92133358220477,33760.33,33898.64,34831.88,31232.17,33221.64,False
15/9-F-11,2014-09-01,14,33221.64,690.66667,48.10082988368325,20.08398224806949,157.1363930257507,26037.54,33760.33,33898.64,31006.503333333338,33851.72,False
15/9-F-11,2014-10-01,15,33851.72,745.0,45.43855033557047,23.30763155641122,154.71025696774046,33221.64,26037.54,33760.33,31036.966666666664,26611.5,False
15/9-F-11,2014-11-01,16,26611.5,692.39181,38.43416345435976,26.11011831710495,156.0647197640118,33851.72,33221.64,26037.54,31228.286666666663,8547.92,False
15/9-F-11,2014-12-01,17,8547.92,733.8582,11.647917813005291,26.4819639166524,165.31643253563442,26611.5,33851.72,33221.64,23003.713333333333,29561.8,False
15/9-F-11,2015-01-01,18,29561.8,708.33333,41.73430607874968,31.92039131876635,147.4530965638087,8547.92,26611.5,33851.72,21573.74,25347.22,False
15/9-F-11,2015-02-01,19,25347.22,632.16667,40.09578676458853,35.68038960389745,151.3410026819509,29561.8,8547.92,26611.5,21152.31333333333,44316.19,False
15/9-F-11,2015-03-01,20,44316.19,743.83333,59.57811812492995,30.433654419875577,147.05010719558695,25347.22,29561.8,8547.92,33075.07,54555.76,False
15/9-F-11,2015-04-01,21,54555.76,720.0,75.7718888888889,30.409559326634643,145.84101642063092,44316.19,25347.22,29561.8,41406.39000000001,55029.22,False
15/9-F-11,2015-05-01,22,55029.22,744.0,73.96400537634409,30.741434590128343,145.87723467641374,54555.76,44316.19,25347.22,51300.39000000001,48231.1,False
15/9-F-11,2015-06-01,23,48231.1,718.81667,67.09791524450873,32.18608624642027,146.49990545519384,55029.22,54555.76,44316.19,52605.36000000001,43784.66,False
15/9-F-11,2015-07-01,24,43784.66,744.0,58.8503494623656,45.255892710969,148.65601993940342,48231.1,55029.22,54555.76,49014.993333333325,31498.15,False
15/9-F-11,2015-08-01,25,31498.15,632.01681,49.83751935332227,50.29374963211269,151.43435979573405,43784.66,48231.1,55029.22,41171.30333333334,31424.59,False
15/9-F-11,2015-09-01,26,31424.59,718.72458,43.72271503501384,54.34890299382129,151.09536385359365,31498.15,43784.66,48231.1,35569.13333333334,29724.78,False
15/9-F-11,2015-10-01,27,29724.78,626.89181,47.41612432295136,56.1240633211577,151.44165978688488,31424.59,31498.15,43784.66,30882.506666666668,36410.23,False
15/9-F-11,2015-11-01,28,36410.23,671.3081999999999,54.23772568248087,61.04559551610998,152.66515344725917,29724.78,31424.59,31498.15,32519.86666666667,35933.9,False
15/9-F-11,2015-12-01,29,35933.9,740.16667,48.54838978361455,63.67017024941215,153.18864526255152,36410.23,29724.78,31424.59,34022.97,31603.26,False
15/9-F-11,2016-01-01,30,31603.26,736.49999,42.91006168241767,68.26469574606021,156.62753715914118,35933.9,36410.23,29724.78,34649.13,25954.57,False
15/9-F-11,2016-02-01,31,25954.57,695.58333,37.31338702438426,71.96072686605508,157.70966577369612,31603.26,35933.9,36410.23,31163.91,25023.66,False
15/9-F-11,2016-03-01,32,25023.66,743.0,33.67921938088829,75.38509995315786,161.129031484603,25954.57,31603.26,35933.9,27527.16333333333,13429.0,False
15/9-F-11,2016-04-01,33,13429.0,579.08332,23.1900998288122,81.18150813067032,163.4095651202621,25023.66,25954.57,31603.26,21469.076666666664,15528.75,False
15/9-F-11,2016-05-01,34,15528.75,744.0,20.87197580645161,82.54686370105058,157.8178391692828,13429.0,25023.66,25954.57,17993.80333333333,14590.61,False
15/9-F-11,2016-06-01,35,14590.61,718.41667,20.309397887440447,83.09118465230486,161.00294778628174,15528.75,13429.0,25023.66,14516.119999999995,14384.88,False
15/9-F-11,2016-07-01,36,14384.88,740.00101,19.43900049541824,84.27359472436744,160.54687074205694,14590.61,15528.75,13429.0,14834.746666666664,14583.73,False
15/9-F-11,2016-08-01,37,14583.73,743.66667,19.610573645851307,85.75055068145365,160.54682512635657,14384.88,14590.61,15528.75,14519.739999999998,8609.18,True
15/9-F-12,2008-02-01,0,49091.06,406.62499,120.7280939619574,0.8334937591495741,143.97752442094347,,,,,83361.26,False
15/9-F-12,2008-03-01,1,83361.26,655.10834,127.24805182605368,0.0328821609839609,146.24504128176568,49091.06,,,,74532.45,False
15/9-F-12,2008-04-01,2,74532.45,613.64666,121.4582509094077,0.6426090955748556,154.38162491639548,83361.26,49091.06,,68994.92333333332,125478.56,False
15/9-F-12,2008-05-01,3,125478.56,716.19167,175.2024845527734,11.484390232753295,152.15245951180822,74532.45,83361.26,49091.06,94457.42333333334,143786.85,False
15/9-F-12,2008-06-01,4,143786.85,675.91669,212.7286574326194,0.3288271096002099,149.61266576185514,125478.56,74532.45,83361.26,114599.28666666668,114994.61,False
15/9-F-12,2008-07-01,5,114994.61,710.74165,161.7952317835883,0.2515686609741471,148.8456005024931,143786.85,125478.56,74532.45,128086.67333333334,97822.46,False
15/9-F-12,2008-08-01,6,97822.46,672.83334,145.38884175983313,0.3607579155285819,144.57833344203365,114994.61,143786.85,125478.56,118867.97333333334,77666.95,False
15/9-F-12,2008-09-01,7,77666.95,567.97499,136.74360908039276,0.241974410490019,144.02450991058618,97822.46,114994.61,143786.85,96828.00666666668,94357.23,False
15/9-F-12,2008-10-01,8,94357.23,737.50001,127.94200504485416,0.6570242051907491,142.34027376598488,77666.95,97822.46,114994.61,89948.88,145915.56,False
15/9-F-12,2008-11-01,9,145915.56,712.66667,204.74587369155344,1.6117433517634874,142.80260624706509,94357.23,77666.95,97822.46,105979.91333333332,166439.67,False
15/9-F-12,2008-12-01,10,166439.67,744.0,223.70923387096772,0.5991950214932867,144.835433403587,145915.56,94357.23,77666.95,135570.81999999998,153677.16,False
15/9-F-12,2009-01-01,11,153677.16,740.83332,207.4382399538941,0.252980977357112,144.81803294647037,166439.67,145915.56,94357.23,155344.13,121905.01,False
15/9-F-12,2009-02-01,12,121905.01,656.30834,185.7435028175933,0.0,142.9559912262835,153677.16,166439.67,145915.56,147340.61333333334,92958.71,False
15/9-F-12,2009-03-01,13,92958.71,506.33334,183.59191990004052,0.0,141.17608764149156,121905.01,153677.16,166439.67,122846.96,150955.68,False
15/9-F-12,2009-04-01,14,150955.68,719.16667,209.90360968758463,0.8188395984624903,138.6573053097439,92958.71,121905.01,153677.16,121939.8,141039.01,False
15/9-F-12,2009-05-01,15,141039.01,695.16666,202.8851757649022,2.1551071660232197,137.31557978179228,150955.68,92958.71,121905.01,128317.8,132429.71,False
15/9-F-12,2009-06-01,16,132429.71,715.31666,185.13438509876173,1.968067710359014,134.31635280330977,141039.01,150955.68,92958.71,141474.80000000002,106105.25,False
15/9-F-12,2009-07-01,17,106105.25,742.16666,142.9668775474231,3.006946680867234,138.74871601546576,132429.71,141039.01,150955.68,126524.65666666666,112414.27,False
15/9-F-12,2009-08-01,18,112414.27,589.075,190.83184653906548,4.278000324936639,139.45160129581413,106105.25,132429.71,141039.01,116983.07666666666,90098.89,False
15/9-F-12,2009-09-01,19,90098.89,493.25,182.66374049670551,2.4206475688200126,139.32937120535,112414.27,106105.25,132429.71,102872.80333333334,126939.65,False
15/9-F-12,2009-10-01,20,126939.65,683.74166,185.65440344822636,5.09358184418916,140.3792611685947,90098.89,112414.27,106105.25,109817.60333333332,136015.68,False
15/9-F-12,2009-11-01,21,136015.68,705.75001,192.7250132097058,7.662372443654235,141.02479640582615,126939.65,90098.89,112414.27,117684.74,158001.52,False
15/9-F-12,2009-12-01,22,158001.52,728.5,216.88609471516813,9.879609442518346,140.25727379078378,136015.68,126939.65,90098.89,140318.94999999998,149658.83,False
15/9-F-12,2010-01-01,23,149658.83,742.16666,201.6512436707949,16.8049481597273,140.61718924302696,158001.52,136015.68,126939.65,147892.00999999998,103026.0,False
15/9-F-12,2010-02-01,24,103026.0,608.725,169.24883978808165,29.55085438718352,140.94102401335584,149658.83,158001.52,136015.68,136895.44999999998,101571.61,False
15/9-F-12,2010-03-01,25,101571.61,647.66666,156.82698565956753,34.71007380530875,140.57588335953324,103026.0,149658.83,158001.52,118085.48,86253.61,False
15/9-F-12,2010-04-01,26,86253.61,705.99999,122.17225385513107,44.08182965671894,140.99289212358764,101571.61,103026.0,149658.83,96950.40666666666,77113.56,False
15/9-F-12,2010-05-01,27,77113.56,733.16667,105.17875833062624,49.11738139555784,142.26267468393368,86253.61,101571.61,103026.0,88312.92666666668,69617.37,False
15/9-F-12,2010-06-01,28,69617.37,717.16667,97.07279062480691,54.46444216867069,142.84558968544775,77113.56,86253.61,101571.61,77661.51333333334,64039.69,False
15/9-F-12,2010-07-01,29,64039.69,742.33334,86.26810429934348,59.74722214260464,144.96286240611096,69617.37,77113.56,86253.61,70256.87333333334,30117.36,False
