NPD_WELL_BORE_NAME,persistence_WAPE_pct,ridge_WAPE_pct,ridge_minus_persistence_WAPE_points,negative_ridge_forecasts,negative_ridge_forecast_pct
15/9-F-1 C,44.16333998819658,58.55542084744853,14.392080859251948,4,33.33333333333333
15/9-F-11,13.633711237341862,18.566473197074348,4.9327619597324865,0,0.0
15/9-F-12,15.198758399238285,15.988803208528813,0.7900448092905279,0,0.0
15/9-F-14,15.434917301461947,95.82381134722266,80.38889404576071,1,5.88235294117647
15/9-F-15 D,37.34745266232554,102.1224620182378,64.77500935591226,7,41.17647058823529
