NPD_WELL_BORE_NAME,NPD_WELL_BORE_CODE,Year,Month,daily_rows,flow_kinds,daily_on_stream,daily_oil,daily_gas,daily_water,daily_wi,monthly_on_stream,monthly_oil,monthly_gas,monthly_water,monthly_wi,_merge
15/9-F-14,5351,2012,11,30,production,720.0,34931.659999999996,5485685.31,87226.64,,720.0,34931.66,5485685.31,87226.64,,both
15/9-F-14,5351,2012,12,31,production,710.99999,30122.890000000003,4854889.04,93523.46,,710.99999,30122.89,4854889.04,93523.46,,both
15/9-F-14,5351,2013,1,31,production,744.0,30184.799999999996,4834717.200000001,99784.43,,744.0,30184.8,4834717.2,99784.43,,both
15/9-F-14,5351,2013,2,28,production,667.9166700000001,26595.53,4196331.85,92120.59,,667.91667,26595.53,4196331.85,92120.59,,both
15/9-F-14,5351,2013,3,28,production,508.30167,18816.52,2783792.79,70618.72,,508.30167,18816.52,2783792.79,70618.72,,both
15/9-F-14,5351,2013,4,26,production,557.3333299999999,22875.42,3676256.9499999997,79450.26000000001,,557.33333,22875.42,3676256.95,79450.26,,both
15/9-F-14,5351,2013,5,31,production,733.50001,27661.53,4525932.119999999,109553.2,,733.50001,27661.53,4525932.12,109553.2,,both
15/9-F-14,5351,2013,6,28,production,630.0833299999999,22298.260000000002,3652742.8900000006,93413.23999999999,,630.08333,22298.26,3652742.89,93413.24,,both
15/9-F-14,5351,2013,7,31,production,660.8416700000001,22602.780000000002,3553396.55,94589.44999999998,,660.84167,22602.78,3553396.55,94589.45,,both
15/9-F-14,5351,2013,8,31,production,687.825,21666.900000000005,3259563.5500000003,91453.17000000001,,687.825,21666.9,3259563.55,91453.17,,both
15/9-F-14,5351,2013,9,29,production,626.825,17870.719999999998,2707856.27,92677.04999999999,,626.825,17870.72,2707856.27,92677.05,,both
15/9-F-14,5351,2013,10,31,production,658.66666,18441.109999999997,2757135.1799999997,96753.56999999999,,658.66666,18441.11,2757135.18,96753.57,,both
15/9-F-14,5351,2013,11,30,production,681.25,19248.66,2853579.7,103737.86999999998,,681.25,19248.66,2853579.7,103737.87,,both
15/9-F-14,5351,2013,12,31,production,630.0833299999999,15495.969999999998,2330523.9899999998,97307.31999999998,,630.08333,15495.97,2330523.99,97307.32,,both
15/9-F-14,5351,2014,1,30,production,673.25,16686.58,2426753.21,106725.73999999999,,673.25,16686.58,2426753.21,106725.74,,both
15/9-F-14,5351,2014,2,27,production,598.60834,14766.130000000001,2161271.57,96430.28,,598.60834,14766.13,2161271.57,96430.28,,both
15/9-F-14,5351,2014,3,31,production,677.16666,14954.840000000002,2196383.0199999996,101501.18000000001,,677.16666,14954.84,2196383.02,101501.18,,both
15/9-F-14,5351,2014,4,30,production,701.4583299999999,16572.239999999998,2398888.0900000003,104862.29,,701.45833,16572.24,2398888.09,104862.29,,both
15/9-F-14,5351,2014,5,31,production,701.5,13637.020000000002,1943519.3699999999,98851.21000000002,,701.5,13637.02,1943519.37,98851.21,,both
15/9-F-14,5351,2014,6,30,production,710.0,13257.99,1951326.48,103420.97,,710.0,13257.99,1951326.48,103420.97,,both
15/9-F-14,5351,2014,7,31,production,743.08334,13495.980000000003,2012912.64,99765.12000000001,,743.08334,13495.98,2012912.64,99765.12,,both
15/9-F-14,5351,2014,8,31,production,599.78333,8443.73,1333766.6399999997,82815.84000000001,,599.78333,8443.73,1333766.64,82815.84,,both
15/9-F-14,5351,2014,9,30,production,689.66666,9622.21,1516704.37,97941.37,,689.66666,9622.21,1516704.37,97941.37,,both
15/9-F-14,5351,2014,10,31,production,745.0,10076.219999999998,1558794.24,104963.40000000001,,745.0,10076.22,1558794.24,104963.4,,both
15/9-F-14,5351,2014,11,30,production,708.5,10386.410000000002,1643092.74,103384.87,,708.5,10386.41,1643092.74,103384.87,,both
15/9-F-14,5351,2014,12,31,production,740.83334,9665.11,1601950.3,100254.93999999999,,740.83334,9665.11,1601950.3,100254.94,,both
15/9-F-14,5351,2015,1,31,production,718.13333,9120.98,1357132.5999999996,95024.85,,718.13333,9120.98,1357132.6,95024.85,,both
15/9-F-14,5351,2015,2,28,production,655.0583300000001,7178.799999999999,1092571.0399999998,91844.46000000002,,655.05833,7178.8,1092571.04,91844.46,,both
15/9-F-14,5351,2015,3,31,production,744.0,8069.039999999999,1195524.2500000002,107454.33,,744.0,8069.04,1195524.25,107454.33,,both
15/9-F-14,5351,2015,4,30,production,720.0,7687.2,1121236.5,101303.06000000001,,720.0,7687.2,1121236.5,101303.06,,both
15/9-F-14,5351,2015,5,31,production,744.0,7147.790000000001,1042506.8200000002,102927.47,,744.0,7147.79,1042506.82,102927.47,,both
15/9-F-14,5351,2015,6,30,production,718.8166699999999,6069.93,889055.8600000001,100367.07,,718.81667,6069.93,889055.86,100367.07,,both
15/9-F-14,5351,2015,7,31,production,741.04194,6720.739999999999,999142.2399999999,96224.54,,741.04194,6720.74,999142.24,96224.54,,both
15/9-F-14,5351,2015,8,31,production,629.39181,4876.31,737504.5299999999,79596.64,,629.39181,4876.31,737504.53,79596.64,,both
15/9-F-14,5351,2015,9,30,production,719.07486,5300.41,799234.86,84511.31000000001,,719.07486,5300.41,799234.86,84511.31,,both
15/9-F-14,5351,2015,10,31,production,741.9166700000001,5634.86,863230.2799999999,97864.97,,741.91667,5634.86,863230.28,97864.97,,both
15/9-F-14,5351,2015,11,30,production,719.50001,5431.56,835108.42,96061.08,,719.50001,5431.56,835108.42,96061.08,,both
15/9-F-14,5351,2015,12,31,production,740.5,5158.09,790131.36,94593.74999999999,,740.5,5158.09,790131.36,94593.75,,both
15/9-F-14,5351,2016,1,31,production,736.33332,4606.3,721123.8699999999,97147.72,,736.33332,4606.3,721123.87,97147.72,,both
15/9-F-14,5351,2016,2,29,production,695.5833299999999,3941.77,621658.73,86357.85,,695.58333,3941.77,621658.73,86357.85,,both
15/9-F-14,5351,2016,3,31,production,737.66666,3753.8,604911.1599999999,98119.24000000002,,737.66666,3753.8,604911.16,98119.24,,both
15/9-F-14,5351,2016,4,30,production,715.8333299999999,3112.41,514414.42,91934.95000000001,,715.83333,3112.41,514414.42,91934.95,,both
15/9-F-14,5351,2016,5,31,production,738.0,3212.96,506857.03,89415.55000000002,,738.0,3212.96,506857.03,89415.55,,both
15/9-F-14,5351,2016,6,30,production,716.0833299999999,3075.03,495103.6999999999,88380.71999999997,,716.08333,3075.03,495103.7,88380.72,,both
15/9-F-14,5351,2016,7,31,production,301.225,1326.8600000000001,215288.51999999996,37892.520000000004,,301.225,1326.86,215288.52,37892.52,,both
15/9-F-14,5351,2016,8,31,production,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,both
15/9-F-14,5351,2016,9,17,production,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,both
15/9-F-15 D,7289,2014,1,19,production,339.91666999999995,5674.629999999999,820968.96,0.0,,339.91667,5674.63,820968.96,0.0,,both
15/9-F-15 D,7289,2014,2,27,production,595.65001,7898.599999999999,1196183.89,0.0,,595.65001,7898.6,1196183.89,0.0,,both
15/9-F-15 D,7289,2014,3,31,production,670.75,7081.47,1076363.95,0.0,,670.75,7081.47,1076363.95,0.0,,both
15/9-F-15 D,7289,2014,4,30,production,700.875,7163.3,1074270.3299999998,0.0,,700.875,7163.3,1074270.33,0.0,,both
15/9-F-15 D,7289,2014,5,31,production,744.0,7218.61,1014000.0200000001,0.0,,744.0,7218.61,1014000.02,0.0,,both
15/9-F-15 D,7289,2014,6,30,production,709.33334,7012.550000000001,1032224.4799999999,0.0,,709.33334,7012.55,1032224.48,0.0,,both
15/9-F-15 D,7289,2014,7,31,production,732.6663900000001,6847.419999999999,1021004.3099999999,0.0,,732.66639,6847.42,1021004.31,0.0,,both
15/9-F-15 D,7289,2014,8,31,production,433.325,3475.39,526611.07,0.0,,433.325,3475.39,526611.07,0.0,,both
15/9-F-15 D,7289,2014,9,30,production,647.45834,5314.55,833248.65,0.0,,647.45834,5314.55,833248.65,0.0,,both
15/9-F-15 D,7289,2014,10,31,production,733.33333,5732.969999999998,886879.1600000001,182.78,,733.33333,5732.97,886879.16,182.78,,both
15/9-F-15 D,7289,2014,11,30,production,597.375,4716.31,732052.1200000001,192.87,,597.375,4716.31,732052.12,192.87,,both
15/9-F-15 D,7289,2014,12,31,production,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,both
15/9-F-15 D,7289,2015,1,31,production,697.4666599999999,5975.510000000001,878873.5900000001,207.79000000000002,,697.46666,5975.51,878873.59,207.79,,both
15/9-F-15 D,7289,2015,2,28,production,649.39166,4581.29,696960.15,258.99,,649.39166,4581.29,696960.15,258.99,,both
15/9-F-15 D,7289,2015,3,31,production,665.6666700000001,4133.47,610220.4199999999,309.74,,665.66667,4133.47,610220.42,309.74,,both
15/9-F-15 D,7289,2015,4,30,production,720.0,4259.92,621371.1400000001,318.03,,720.0,4259.92,621371.14,318.03,,both
15/9-F-15 D,7289,2015,5,31,production,737.1666700000001,4057.96,591890.28,301.77,,737.16667,4057.96,591890.28,301.77,,both
15/9-F-15 D,7289,2015,6,30,production,718.98334,3665.7999999999997,537022.7999999999,291.57,,718.98334,3665.8,537022.8,291.57,,both
15/9-F-15 D,7289,2015,7,31,production,420.18361,2238.4500000000003,329941.91000000003,184.75,,420.18361,2238.45,329941.91,184.75,,both
15/9-F-15 D,7289,2015,8,31,production,276.29096999999996,3577.67,542285.9199999999,1856.5800000000002,,276.29097,3577.67,542285.92,1856.58,,both
15/9-F-15 D,7289,2015,9,30,production,719.15805,7417.350000000001,1121246.68,3986.619999999999,,719.15805,7417.35,1121246.68,3986.62,,both
15/9-F-15 D,7289,2015,10,31,production,743.1666700000001,6346.829999999999,972413.69,3628.6200000000003,,743.16667,6346.83,972413.69,3628.62,,both
15/9-F-15 D,7289,2015,11,30,production,438.72541,3926.01,605737.54,2740.4700000000003,,438.72541,3926.01,605737.54,2740.47,,both
15/9-F-15 D,7289,2015,12,31,production,541.175,4919.04,751606.7100000001,5075.939999999999,,541.175,4919.04,751606.71,5075.94,,both
15/9-F-15 D,7289,2016,1,31,production,350.4,2890.93,445568.02,3648.91,,350.4,2890.93,445568.02,3648.91,,both
15/9-F-15 D,7289,2016,2,29,production,694.75,5109.330000000001,805794.8500000001,5891.02,,694.75,5109.33,805794.85,5891.02,,both
15/9-F-15 D,7289,2016,3,31,production,550.65832,3747.55,600593.9099999999,5035.04,,550.65832,3747.55,600593.91,5035.04,,both
15/9-F-15 D,7289,2016,4,30,production,576.50834,4544.160000000001,751127.4899999999,5688.099999999999,,576.50834,4544.16,751127.49,5688.1,,both
15/9-F-15 D,7289,2016,5,31,production,677.1666700000001,4699.01,740192.6100000001,6004.129999999999,,677.16667,4699.01,740192.61,6004.13,,both
15/9-F-15 D,7289,2016,6,30,production,604.91666,3463.91,555535.97,5390.499999999999,,604.91666,3463.91,555535.97,5390.5,,both
15/9-F-15 D,7289,2016,7,31,production,138.375,828.57,133160.33000000002,1172.18,,138.375,828.57,133160.33,1172.18,,both
15/9-F-15 D,7289,2016,8,31,production,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,both
15/9-F-15 D,7289,2016,9,17,production,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,both
15/9-F-4,5693,2007,9,30,injection,,,,,,,,,,,both
15/9-F-4,5693,2007,10,31,injection,,,,,,,,,,,both
15/9-F-4,5693,2007,11,30,injection,,,,,,,,,,,both
15/9-F-4,5693,2007,12,31,injection,,,,,,,,,,,both
15/9-F-4,5693,2008,1,31,injection,0.0,,,,,0.0,,,,,both
15/9-F-4,5693,2008,2,29,injection,0.0,,,,,0.0,,,,,both
15/9-F-4,5693,2008,3,31,injection,0.0,,,,,0.0,,,,0.0,both
15/9-F-4,5693,2008,4,30,injection,118.65,,,,29752.686893425645,118.65,,,,29752.6868934256,both
15/9-F-4,5693,2008,5,31,injection,714.005,,,,221337.10647416668,714.005,,,,221337.106474167,both
15/9-F-4,5693,2008,6,30,injection,598.81667,,,,211803.65386397135,598.81667,,,,211803.653863971,both
15/9-F-4,5693,2008,7,31,injection,620.8083300000001,,,,232029.66274033333,620.80833,,,,232029.662740333,both
15/9-F-4,5693,2008,8,31,injection,663.0750200000001,,,,213913.2638939707,663.07502,,,,213913.263893971,both
15/9-F-4,5693,2008,9,30,injection,558.14562,,,,98583.3012661537,558.14562,,,,98583.3012661537,both
15/9-F-4,5693,2008,10,31,injection,701.91667,,,,233503.405901225,701.91667,,,,233503.405901225,both
15/9-F-4,5693,2008,11,30,injection,711.6666700000001,,,,222126.09922840583,711.66667,,,,222126.099228406,both
15/9-F-4,5693,2008,12,31,injection,742.66666,,,,263191.8366777083,742.66666,,,,263191.836677708,both
15/9-F-4,5693,2009,1,31,injection,699.33332,,,,246659.90359416668,699.33332,,,,246659.903594167,both
15/9-F-4,5693,2009,2,28,injection,639.6666700000001,,,,221133.68071604165,639.66667,,,,221133.680716042,both
15/9-F-4,5693,2009,3,31,injection,191.08332000000001,,,,61187.968703333325,191.08332,,,,61187.9687033333,both
15/9-F-4,5693,2009,4,30,injection,543.8,,,,106559.34592500002,543.8,,,,106559.345925,both
15/9-F-4,5693,2009,5,31,injection,710.5,,,,231503.0955797917,710.5,,,,231503.095579792,both
15/9-F-4,5693,2009,6,30,injection,690.6499899999999,,,,129987.98364666667,690.64999,,,,129987.983646667,both
15/9-F-4,5693,2009,7,31,injection,734.8333299999999,,,,191228.27029624998,734.83333,,,,191228.27029625,both
15/9-F-4,5693,2009,8,31,injection,704.8250000000002,,,,191924.357519375,704.825,,,,191924.357519375,both
15/9-F-4,5693,2009,9,30,injection,509.66667,,,,163785.32184013125,509.66667,,,,163785.321840131,both
15/9-F-4,5693,2009,10,31,injection,683.72853,,,,182104.727543237,683.72853,,,,182104.727543237,both
15/9-F-4,5693,2009,11,30,injection,706.24999,,,,203874.34742511902,706.24999,,,,203874.347425119,both
15/9-F-4,5693,2009,12,31,injection,739.5,,,,219529.2367096713,739.5,,,,219529.236709671,both
15/9-F-4,5693,2010,1,31,injection,735.1666700000001,,,,222678.95831334722,735.16667,,,,222678.958313347,both
15/9-F-4,5693,2010,2,28,injection,596.1666700000001,,,,185785.74133456073,596.16667,,,,185785.741334561,both
15/9-F-4,5693,2010,3,31,injection,622.40834,,,,168939.05111095053,622.40834,,,,168939.051110951,both
15/9-F-4,5693,2010,4,30,injection,669.83335,,,,222633.11720426992,669.83335,,,,222633.11720427,both
15/9-F-4,5693,2010,5,31,injection,744.0,,,,252526.34641145833,744.0,,,,252526.346411458,both
15/9-F-4,5693,2010,6,30,injection,715.6666700000001,,,,210363.8406129344,715.66667,,,,210363.840612934,both
15/9-F-4,5693,2010,7,31,injection,743.5,,,,198041.39615416664,743.5,,,,198041.396154167,both
15/9-F-4,5693,2010,8,31,injection,420.26666,,,,108631.75795894576,420.26666,,,,108631.757958946,both
15/9-F-4,5693,2010,9,30,injection,631.15833,,,,145251.24517686537,631.15833,,,,145251.245176865,both
15/9-F-4,5693,2010,10,31,injection,700.57499,,,,194727.43141278377,700.57499,,,,194727.431412784,both
15/9-F-4,5693,2010,11,30,injection,644.84167,,,,167466.12895319442,644.84167,,,,167466.128953194,both
15/9-F-4,5693,2010,12,31,injection,716.83334,,,,188426.12491277483,716.83334,,,,188426.124912775,both
15/9-F-4,5693,2011,1,31,injection,731.0833299999999,,,,189083.6503304167,731.08333,,,,189083.650330417,both
15/9-F-4,5693,2011,2,28,injection,536.74998,,,,135389.67994562685,536.74998,,,,135389.679945627,both
15/9-F-4,5693,2011,3,31,injection,716.2500100000001,,,,184841.17272310285,716.25001,,,,184841.172723103,both
15/9-F-4,5693,2011,4,30,injection,696.5,,,,180529.41843450762,696.5,,,,180529.418434508,both
15/9-F-4,5693,2011,5,31,injection,737.25001,,,,188176.55544130952,737.25001,,,,188176.55544131,both
15/9-F-4,5693,2011,6,30,injection,436.09167,,,,120235.26120116228,436.09167,,,,120235.261201162,both
15/9-F-4,5693,2011,7,31,injection,248.09168,,,,65179.63285541667,248.09168,,,,65179.6328554167,both
15/9-F-4,5693,2011,8,31,injection,642.8249999999999,,,,173404.70385102305,642.825,,,,173404.703851023,both
15/9-F-4,5693,2011,9,30,injection,689.16666,,,,174968.31468,689.16666,,,,174968.31468,both
15/9-F-4,5693,2011,10,31,injection,329.05,,,,77827.95683270834,329.05,,,,77827.9568327083,both
15/9-F-4,5693,2011,11,30,injection,475.16665,,,,121602.28925604167,475.16665,,,,121602.289256042,both
15/9-F-4,5693,2011,12,31,injection,438.68335,,,,109912.56099395834,438.68335,,,,109912.560993958,both
15/9-F-4,5693,2012,1,31,injection,426.24999999999994,,,,91244.76426375,426.25,,,,91244.76426375,both
15/9-F-4,5693,2012,2,29,injection,691.0833299999999,,,,147124.84801437502,691.08333,,,,147124.848014375,both
15/9-F-4,5693,2012,3,31,injection,735.0833399999999,,,,149154.71056209237,735.08334,,,,149154.710562092,both
15/9-F-4,5693,2012,4,30,injection,720.0,,,,147365.65297375,720.0,,,,147365.65297375,both
15/9-F-4,5693,2012,5,31,injection,733.08334,,,,149129.81431458335,733.08334,,,,149129.814314583,both
15/9-F-4,5693,2012,6,30,injection,710.1666700000001,,,,144762.43055020832,710.16667,,,,144762.430550208,both
15/9-F-4,5693,2012,7,31,injection,744.0,,,,150430.98627999998,744.0,,,,150430.98628,both
15/9-F-4,5693,2012,8,31,injection,292.125,,,,58172.37461895833,292.125,,,,58172.3746189583,both
15/9-F-4,5693,2012,9,30,injection,31.65833,,,,6025.007743333334,31.65833,,,,6025.00774333333,both
15/9-F-4,5693,2012,10,31,injection,507.99165000000005,,,,110449.68220083334,507.99165,,,,110449.682200833,both
15/9-F-4,5693,2012,11,30,injection,720.0,,,,162488.44678416668,720.0,,,,162488.446784167,both
15/9-F-4,5693,2012,12,31,injection,698.50001,,,,144569.26191479166,698.50001,,,,144569.261914792,both
15/9-F-4,5693,2013,1,31,injection,734.25001,,,,155627.704288125,734.25001,,,,155627.704288125,both
15/9-F-4,5693,2013,2,28,injection,672.0,,,,138901.75543000002,672.0,,,,138901.75543,both
15/9-F-4,5693,2013,3,31,injection,483.35168000000004,,,,96659.95246624999,483.35168,,,,96659.95246625,both
15/9-F-4,5693,2013,4,30,injection,563.5033299999999,,,,116028.21117708334,563.50333,,,,116028.211177083,both
15/9-F-4,5693,2013,5,31,injection,681.80001,,,,156535.02406208334,681.80001,,,,156535.024062083,both
15/9-F-4,5693,2013,6,30,injection,573.33333,,,,132162.42720416668,573.33333,,,,132162.427204167,both
15/9-F-4,5693,2013,7,31,injection,652.7083299999999,,,,133542.63593229168,652.70833,,,,133542.635932292,both
15/9-F-4,5693,2013,8,31,injection,689.71666,,,,156070.85594812498,689.71666,,,,156070.855948125,both
15/9-F-4,5693,2013,9,30,injection,608.44167,,,,130322.73272812499,608.44167,,,,130322.732728125,both
15/9-F-4,5693,2013,10,31,injection,650.41667,,,,144742.56787083333,650.41667,,,,144742.567870833,both
15/9-F-4,5693,2013,11,30,injection,682.3333299999999,,,,155972.70506125002,682.33333,,,,155972.70506125,both
15/9-F-4,5693,2013,12,31,injection,676.24999,,,,148594.15725416667,676.24999,,,,148594.157254167,both
15/9-F-4,5693,2014,1,31,injection,682.08334,,,,147807.99611625,682.08334,,,,147807.99611625,both
15/9-F-4,5693,2014,2,28,injection,579.105,,,,131023.21383999997,579.105,,,,131023.21384,both
15/9-F-4,5693,2014,3,31,injection,685.99999,,,,154097.21124868657,685.99999,,,,154097.211248687,both
15/9-F-4,5693,2014,4,30,injection,707.5416700000001,,,,185314.47003520833,707.54167,,,,185314.470035208,both
15/9-F-4,5693,2014,5,31,injection,606.33334,,,,156189.17630393174,606.33334,,,,156189.176303932,both
15/9-F-4,5693,2014,6,30,injection,697.99643,,,,202240.5579125,697.99643,,,,202240.5579125,both
15/9-F-4,5693,2014,7,31,injection,742.1666700000001,,,,226583.87923500003,742.16667,,,,226583.879235,both
15/9-F-4,5693,2014,8,31,injection,607.3000099999999,,,,184109.82605354165,607.30001,,,,184109.826053542,both
15/9-F-4,5693,2014,9,30,injection,693.3333299999999,,,,199867.76395625004,693.33333,,,,199867.76395625,both
15/9-F-4,5693,2014,10,31,injection,742.33334,,,,219621.85870388334,742.33334,,,,219621.858703883,both
15/9-F-4,5693,2014,11,30,injection,619.8833300000001,,,,166856.73774291662,619.88333,,,,166856.737742917,both
15/9-F-4,5693,2014,12,31,injection,292.05833,,,,66671.23168125,292.05833,,,,66671.23168125,both
15/9-F-4,5693,2015,1,31,injection,675.8833400000001,,,,81160.89921020834,675.88334,,,,81160.8992102083,both
15/9-F-4,5693,2015,2,28,injection,588.88334,,,,126376.88448729168,588.88334,,,,126376.884487292,both
15/9-F-4,5693,2015,3,31,injection,744.0,,,,137054.80379046194,744.0,,,,137054.803790462,both
15/9-F-4,5693,2015,4,30,injection,707.6666700000001,,,,143683.08407666665,707.66667,,,,143683.084076667,both
15/9-F-4,5693,2015,5,31,injection,744.0,,,,128648.16758000001,744.0,,,,128648.16758,both
15/9-F-4,5693,2015,6,30,injection,717.45,,,,161283.08737583333,717.45,,,,161283.087375833,both
15/9-F-4,5693,2015,7,31,injection,739.675,,,,156312.54031166667,739.675,,,,156312.540311667,both
15/9-F-4,5693,2015,8,31,injection,614.6673599999999,,,,114753.050129375,614.66736,,,,114753.050129375,both
15/9-F-4,5693,2015,9,30,injection,715.9837600000001,,,,133755.40317208332,715.98376,,,,133755.403172083,both
15/9-F-4,5693,2015,10,31,injection,728.59946,,,,135860.21653292503,728.59946,,,,135860.216532925,both
15/9-F-4,5693,2015,11,30,injection,698.5,,,,160504.98263479173,698.5,,,,160504.982634792,both
15/9-F-4,5693,2015,12,31,injection,739.24999,,,,152921.63690145835,739.24999,,,,152921.636901458,both
15/9-F-4,5693,2016,1,31,injection,721.3333299999999,,,,152129.93557458333,721.33333,,,,152129.935574583,both
15/9-F-4,5693,2016,2,29,injection,693.4166700000001,,,,148078.12622041669,693.41667,,,,148078.126220417,both
15/9-F-4,5693,2016,3,31,injection,743.0,,,,141201.78562062499,743.0,,,,141201.785620625,both
15/9-F-4,5693,2016,4,30,injection,701.8333299999999,,,,220078.3151354167,701.83333,,,,220078.315135417,both
15/9-F-4,5693,2016,5,31,injection,744.0,,,,269279.17616104166,744.0,,,,269279.176161042,both
15/9-F-4,5693,2016,6,30,injection,708.5833299999999,,,,257281.26086979167,708.58333,,,,257281.260869792,both
15/9-F-4,5693,2016,7,31,injection,608.64998,,,,197975.70744,608.64998,,,,197975.70744,both
15/9-F-4,5693,2016,8,31,injection,656.5833299999999,,,,132382.87739520834,656.58333,,,,132382.877395208,both
15/9-F-4,5693,2016,9,30,injection,340.10833,,,,61200.875995416674,340.10833,,,,61200.8759954167,both
15/9-F-4,5693,2016,10,7,injection,,,,,,,,,,,both
15/9-F-4,5693,2016,11,1,injection,,,,,,,,,,,both
15/9-F-4,5693,2016,12,1,injection,,,,,,,,,,,both
15/9-F-5,5769,2007,9,30,injection,,,,,,,,,,,both
15/9-F-5,5769,2007,10,31,injection,,,,,,,,,,,both
15/9-F-5,5769,2007,11,30,injection,,,,,,,,,,,both
15/9-F-5,5769,2007,12,31,injection,,,,,,,,,,,both
15/9-F-5,5769,2008,1,31,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,2,29,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,3,31,injection,0.0,,,,0.0,0.0,,,,0.0,both
15/9-F-5,5769,2008,4,30,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,5,31,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,6,30,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,7,31,injection,0.0,,,,,0.0,,,,,both
15/9-F-5,5769,2008,8,31,injection,98.08167,,,,14480.932077115383,98.08167,,,,14480.9320771154,both
15/9-F-5,5769,2008,9,30,injection,557.88057,,,,64814.28652447526,557.88057,,,,64814.2865244753,both
15/9-F-5,5769,2008,10,31,injection,563.99999,,,,122254.37173542322,563.99999,,,,122254.371735423,both
15/9-F-5,5769,2008,11,30,injection,716.1666700000001,,,,219779.98439821557,716.16667,,,,219779.984398216,both
15/9-F-5,5769,2008,12,31,injection,742.25,,,,270199.39982958336,742.25,,,,270199.399829583,both
15/9-F-5,5769,2009,1,31,injection,697.4999799999999,,,,253655.42580070833,697.49998,,,,253655.425800708,both
15/9-F-5,5769,2009,2,28,injection,635.74999,,,,226102.01316,635.74999,,,,226102.01316,both
15/9-F-5,5769,2009,3,31,injection,224.58334000000002,,,,81674.34999999999,224.58334,,,,81674.35,both
15/9-F-5,5769,2009,4,30,injection,531.55,,,,104818.54778,531.55,,,,104818.54778,both
15/9-F-5,5769,2009,5,31,injection,706.99999,,,,232334.51444823862,706.99999,,,,232334.514448239,both
15/9-F-5,5769,2009,6,30,injection,690.73332,,,,133204.20527125002,690.73332,,,,133204.20527125,both
15/9-F-5,5769,2009,7,31,injection,734.8333299999999,,,,205447.018688125,734.83333,,,,205447.018688125,both
15/9-F-5,5769,2009,8,31,injection,703.8249900000001,,,,198473.65997875,703.82499,,,,198473.65997875,both
15/9-F-5,5769,2009,9,30,injection,509.16667,,,,171773.20486270834,509.16667,,,,171773.204862708,both
15/9-F-5,5769,2009,10,31,injection,682.2516800000001,,,,200847.23049409344,682.25168,,,,200847.230494093,both
15/9-F-5,5769,2009,11,30,injection,705.5833299999999,,,,208933.8678811309,705.58333,,,,208933.867881131,both
15/9-F-5,5769,2009,12,31,injection,738.16666,,,,225455.33740633022,738.16666,,,,225455.33740633,both
15/9-F-5,5769,2010,1,31,injection,735.66667,,,,251554.76787308877,735.66667,,,,251554.767873089,both
15/9-F-5,5769,2010,2,28,injection,595.41668,,,,199239.17951309754,595.41668,,,,199239.179513098,both
15/9-F-5,5769,2010,3,31,injection,571.00834,,,,159955.2920466948,571.00834,,,,159955.292046695,both
15/9-F-5,5769,2010,4,30,injection,449.39167999999995,,,,143182.2273758289,449.39168,,,,143182.227375829,both
15/9-F-5,5769,2010,5,31,injection,744.0,,,,252211.7376283334,744.0,,,,252211.737628333,both
15/9-F-5,5769,2010,6,30,injection,716.6666700000001,,,,217995.58273249998,716.66667,,,,217995.5827325,both
15/9-F-5,5769,2010,7,31,injection,743.1666700000001,,,,213816.93954770832,743.16667,,,,213816.939547708,both
15/9-F-5,5769,2010,8,31,injection,447.14166000000006,,,,120306.47775573765,447.14166,,,,120306.477755738,both
15/9-F-5,5769,2010,9,30,injection,695.41667,,,,163185.2602433154,695.41667,,,,163185.260243315,both
15/9-F-5,5769,2010,10,31,injection,717.58332,,,,200667.24969863024,717.58332,,,,200667.24969863,both
15/9-F-5,5769,2010,11,30,injection,703.9166700000001,,,,188435.81656796197,703.91667,,,,188435.816567962,both
15/9-F-5,5769,2010,12,31,injection,732.66667,,,,193372.73180145834,732.66667,,,,193372.731801458,both
15/9-F-5,5769,2011,1,31,injection,744.0,,,,189041.11951854164,744.0,,,,189041.119518542,both
15/9-F-5,5769,2011,2,28,injection,532.74998,,,,139466.55643039258,532.74998,,,,139466.556430393,both
15/9-F-5,5769,2011,3,31,injection,728.0000100000001,,,,184592.18769070925,728.00001,,,,184592.187690709,both
15/9-F-5,5769,2011,4,30,injection,700.83334,,,,188899.23261028365,700.83334,,,,188899.232610284,both
15/9-F-5,5769,2011,5,31,injection,736.50001,,,,191438.0835422024,736.50001,,,,191438.083542202,both
15/9-F-5,5769,2011,6,30,injection,461.67501,,,,115810.71232001689,461.67501,,,,115810.712320017,both
15/9-F-5,5769,2011,7,31,injection,242.50835,,,,60234.67072875,242.50835,,,,60234.67072875,both
15/9-F-5,5769,2011,8,31,injection,644.49168,,,,161568.57176961264,644.49168,,,,161568.571769613,both
